id_item;pontuacao;identificador;texto;id_questao
922;4;B;A alimentação, que não se restringe à culinária, pode ser encarada como indicador socioeconômico de classes, países e etnias.;249
923;4;C;O Cozinheiro Nacional não se limita a fornecer receitas, mas associa hábitos alimentares e técnicas de preparo a diferentes graus de civilização.;249
924;1;D;O livro de receitas revela aspectos de determinada época e sociedade e indica uma possível familiaridade entre o ofício do cozinheiro...;249
925;4;A;O fato de não se conhecer o autor desta canção indica uma realidade de transmissão de experiências...;250
926;0;B;O uso de expressões que não se valem da norma culta de nossa língua contribui para o atraso cultural...;250
927;1;C;O lirismo da canção une a descrição da natureza do Mato Grosso à realidade social de um dado momento e os sentimentos de saudades daquele que deixou a sua própria terra.;250
928;4;D;Pode-se inferir que o sujeito da canção, ao encontrar “revolução” e “fortes batalhas”, referia-se à Guerra da Tríplice Aliança...;250
929;0;A;Revistas, como a Revista Feminina, e manuais... registraram opiniões consideradas machistas e, por isso, não podem ser utilizados como fontes...;251
930;1;B;Por acentuar características consideradas racionais, o escritório, ambiente doméstico masculino por excelência, funcionava como extensão do universo do trabalho...;251
931;4;C;"Alguns elementos da fotografia reforçam o texto, tais como as estantes de livros; a mesa ampla e cheia de afazeres; a presença de um homem, Amadeu Amaral, trajando terno e gravata, em uma posição sóbria e intelectual.";251
932;5;D;O termo “gênero” é utilizado em referência às construções sociais e culturais de masculinidade e feminilidade...;251
933;1;A;O documento apresenta informações sobre o território brasileiro entre os séculos XVII e XVIII, revelando um ambiente colonial intensamente conectado...;252
934;5;B;A carta descreve caminhos, povoações e registros técnicos sobre as distâncias da Bahia em relação aos demais povoados...;252
935;4;C;A epístola tem a autoria daquele que foi conhecido como o conquistador do Piauí...;252
936;0;D;Esse documento sobre as expansões territoriais nos séculos XVII e XVIII revê o argumento histórico do gado como principal agente desbravador do interior brasileiro, uma vez que ele indica o objetivo de manter as condições de exploração aurífera.;252
937;5;A;Os gestos de aclamação da mulher idosa e negra, de satisfação do homem branco, de harmonização da mulher mulata e de ternura da criança branca constroem um ambiente de redenção...;253
938;0;B;A forma como foram dispostas as personagens por Modesto Brocos indica a hierarquia social do período, momento em que as mulheres eram responsáveis pelo branqueamento populacional.;253
939;1;C;A cena ambientada à porta de um casebre em uma rua rudimentar mostra uma família...;253
940;4;D;A pintura de Modesto Brocos foi utilizada como ilustração por teorias médicas sobre a possibilidade do branqueamento populacional, revelando as aproximações que existiam entre arte e ciência...;253
941;4;A;“Matadeira” era o apelido do canhão Withworth, utilizado durante o conflito de Canudos (1896-1897).;255
942;1;B;O trecho “teatro do céu” pode ser associado ao caráter religioso do conflito...;255
943;5;C;Apesar de remeter ao conflito de Canudos... a letra da canção oferece outra possibilidade de leitura...;255
944;0;D;A Revolta de Canudos, ao longo do século XX teve pouca repercussão na historiografia...;255
945;1;A;A vinda de imigrantes açorianos para o sul do Brasil atendeu a uma política oficial...;256
946;0;B;A importância da imigração açoriana explica a inexistência de populações de origem africana...;256
947;0;C;O trabalho rural foi o único meio de sobrevivência possível...;256
948;4;D;A partir do século XIX, houve outra dinâmica econômica em Desterro (atual Florianópolis), com a oferta de serviços especializados e obras públicas sendo realizadas pela administração local.;256
949;4;A;A mulher que observa os recém adquiridos calos nas mãos registra a participação feminina nos serviços braçais de desmatamento e lavoura presentes na imigração para o sul do Brasil ao longo do século XIX.;257
950;4;B;O caráter nobre dos personagens que o pintor menciona na carta está expresso no quadro...;257
951;0;C;A imigração alemã para o Rio Grande do Sul diferiu da do restante do Brasil...;257
952;1;D;Weingärtner estudou na Europa e esse quadro foi uma forma de ele relatar aos europeus cenas brasileiras...;257
953;1;A;Soares, ao romancear uma notícia de jornal, expõe a história do episódio ocorrido...;258
954;5;B;A atitude de Hamilton dos Santos foi uma afronta a um poder de Estado e pode ser interpretada como desobediência civil.;258
955;5;C;Relembrando o cortiço “Cabeça de Porco”, pode-se afirmar que existe uma marca de violência na forma de tratar os problemas de terra urbana no Brasil.;258
956;0;D;O texto nos indica que Hamilton dos Santos se nega a demolir a casa de D. Telma Sueli por medo de retaliação...;258
957;5;A;O contexto republicano, que pode ser identificado na bandeira ao fundo, propõe um diálogo entre política e cultura na expansão civilizacional sobre os povos do Mato Grosso, transformando os antigos discursos de ocupação territorial da região em dever do Estado.;259
958;0;B;Os esforços pela educação e pela catequização de indígenas foram proibidos pela Constituição elaborada em 1934...;259
959;4;C;A foto registra um esforço de educação salesiana sobre os indígenas bororo...;259
960;4;D;As faces borradas de algumas meninas bororo sugerem o uso de uma técnica fotográfica...;259
961;0;A;As repressões enfrentadas no Brasil foram significativamente mais brandas...;260
962;1;B;Começou como um fato localizado em uma fábrica, mas com o passar do tempo ganhou amplas proporções...;260
963;4;C;Inaugurou um período de organização política que agregou os operários em São Paulo...;260
964;5;D;Está inserida em uma rede ampla de acontecimentos mundiais que alçaram os operários urbanos ao papel de protagonistas de transformações históricas.;260
965;5;A;Transformações possíveis na divisão interna do Brasil, por questões políticas ou estratégicas, ocorrem também na atualidade como na campanha para a criação dos territórios de Carajás e Tapajós no Pará.;261
966;0;B;A Constituição Federal de 1988, ao estabelecer que Estados e Territórios são sinônimos...;261
967;1;C;O mapa apresentado difere do mapa político-administrativo atual do Brasil...;261
968;4;D;Naquele momento a ideologia do regime de Vargas de proteção às fronteiras e ocupação dos vazios motivou a criação de territórios de fronteira...;261
969;4;A;O direito à acumulação de pecúlio e à compra da alforria na justiça deram aos escravos o direito de deixar o cativeiro...;262
970;5;B;A revogação do Título 63 do Livro 4 das Ordenações Filipinas...;262
971;0;C;A questão servil apontada no texto pelo conselheiro Nabuco refere-se às diferenças legais entre escravos e servos...;262
972;1;D;A Lei de 28 de setembro de 1871 trazia em seus 10 artigos o registro de direitos adquiridos pelos escravos: alguns há muito tempo vinham sendo efetivados nos costumes e outros eram fruto da luta dos próprios cativos.;262
973;0;A;A construção da imagem simbólica de Chico Xavier esvazia a importância da religião espírita...;263
974;1;B;A expansão e popularização do Espiritismo a partir da década de 1940 movimenta um mercado editorial...;263
975;5;C;A FEB atuou politicamente no intuito de unificar os trabalhos dos centros espíritas kardecistas em torno de doutrinas comuns, delimitando fronteiras entre o kardecismo e as religiões de matriz africana.;263
976;4;D;O texto apresenta o “caso Humberto de Campos”, que trouxe à tona um debate sobre as relações entre autoria e psicografia.;263
977;5;A;A associação entre a figura do diabo e determinados livros, ao lado de ações promovidas pelos órgãos inquisitoriais, reflete o temor da disseminação de ideais iluministas e revolucionários no período.;264
978;4;B;A dimensão e variedade de algumas bibliotecas particulares do período mostra como o Brasil absorvia influências externas...;264
979;1;C;A prisão do cônego Luís Vieira revela que, apesar da criação e operação de órgãos de censura instalados...;264
980;0;D;O Index, lista de livros proibidos desde o Concílio de Trento, permaneceu inalterado...;264
981;4;A;A ilegalidade da atividade justificava a necessidade de tecnologia e de estratégias de ocultamento da carga...;265
982;1;B;O comércio de africanos nos anos entre 1831 e 1850 foi uma atividade muito perigosa...;265
983;0;C;Conforme o exemplo do texto, as dificuldades cotidianas enfrentadas pelos traficantes de escravos faziam deste negócio uma atividade de baixos lucros.;265
984;5;D;O sucesso do negócio de compra de escravos no continente africano dependia muito da observação das tradições, podendo não ser efetivado por questões de protocolo social.;265
985;1;A;É um relato alegórico que narra o Motim do Vintém em quatro momentos...;267
986;5;B;Dá destaque aos líderes republicanos...;267
987;0;C;Desmascara a atuação de policiais a paisana que incentivaram o povo a atacar os bondes para assim incriminar os líderes republicanos.;267
988;4;D;Aponta para a existência de um debate na imprensa...;267
989;5;A;Apresenta “o amanhã” como uma revanche dos que foram calados pela ditadura e o “você” como os militares no poder.;268
990;4;B;Apesar de ter sido liberada e gravada...;268
991;4;C;Muitas canções foram censuradas...;268
992;1;D;O verso “Você me prende vivo...” mostra o conhecimento do autor...;268
